isoform	TGPBS1	TGPBS2	TGPBS3	TGPBS4	TGOva1	TGOva2	TGOva3	TGOva4
transcript5969.chr15.nnic	2.82	2.8	2.57	2.65	2.62	2.45	2.56	2.53
transcript6079.chr15.nic	8.59	10.15	9.73	10.2	11.77	9.99	10.45	8.67
transcript4867.chr15.nic	3.48	3.89	13.83	4.38	4.93	9.06	1.65	3.52
transcript4791.chr15.nnic	0.3	0.0	1.32	0.63	0.0	0.0	0.0	0.0
transcript4648.chr15.nnic	0.0	0.25	0.0	0.23	0.0	0.29	0.29	0.0
transcript4649.chr15.nnic	4.94	1.29	1.81	0.77	0.18	0.73	3.03	3.3
transcript4630.chr15.nic	0.59	0.72	0.62	1.39	2.17	1.52	2.64	1.06
transcript4599.chr15.nnic	4.02	0.66	0.85	1.15	4.52	2.01	0.98	0.71
transcript4455.chr15.nic	1.46	1.83	0.0	0.0	0.0	0.82	0.0	0.0
transcript1695.chr15.nic	5.86	6.11	4.47	4.88	4.75	5.51	8.9	4.96
transcript1707.chr15.nic	1.29	3.38	4.13	2.65	2.19	1.38	3.51	0.88
transcript4385.chr15.nic	2.32	4.72	3.98	4.2	3.2	2.16	2.8	2.61
transcript5850.chr15.nic	0.52	0.0	0.0	0.26	0.91	0.0	0.0	0.0
transcript5851.chr15.nic	0.69	3.02	2.33	0.69	2.48	1.41	0.46	2.63
transcript5527.chr15.nnic	0.69	4.57	3.59	1.98	1.33	2.07	2.93	2.12
transcript5162.chr15.nic	0.0	0.31	0.0	0.47	0.38	0.77	0.0	0.0
transcript5165.chr15.nic	3.79	4.85	1.67	2.69	0.77	3.51	3.09	3.68
transcript5174.chr15.nic	7.16	6.23	6.03	7.7	7.53	7.06	6.07	6.9
transcript6951.chr15.nnic	0.93	2.99	2.4	0.62	3.82	3.01	0.0	0.0
transcript6960.chr15.nnic	1.33	2.43	1.39	0.06	1.34	2.51	0.79	1.26
transcript5117.chr15.nnic	6.37	1.13	2.65	1.28	6.02	0.73	6.03	2.0
transcript5119.chr15.nnic	4.65	13.78	15.66	8.22	13.46	9.78	11.47	10.26
transcript5120.chr15.nnic	7.41	8.51	9.16	10.72	2.1	9.49	5.88	4.49
transcript5132.chr15.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript7069.chr15.nic	1.56	0.0	1.51	1.52	0.0	0.0	1.61	1.42
transcript5010.chr15.nnic	5.43	12.19	5.27	3.69	7.92	6.59	3.55	5.69
transcript8885.chr15.nic	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.36
transcript937.chr16.nnic	0.0	0.0	0.24	0.48	0.0	0.53	0.41	0.47
transcript939.chr16.nnic	1.28	1.57	0.34	0.0	0.84	0.53	0.53	0.0
transcript940.chr16.nic	2.0	1.49	0.74	1.16	3.33	2.41	3.31	4.54
transcript942.chr16.nnic	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.57
transcript791.chr16.nic	5.93	6.25	6.17	5.87	4.65	4.22	4.26	6.35
transcript775.chr16.nnic	0.0	3.55	2.4	1.28	1.2	0.0	1.31	4.84
transcript330.chr16.nic	0.0	1.25	0.0	0.38	0.54	0.69	0.52	1.38
transcript334.chr16.nic	1.87	6.18	0.97	1.87	5.84	3.42	5.71	4.51
transcript340.chr16.nnic	1.62	1.44	3.84	1.97	2.3	0.32	1.39	1.33
transcript344.chr16.nic	0.0	0.0	1.07	0.0	0.0	0.54	0.33	0.0
transcript276.chr16.nic	16.1	11.98	14.8	9.99	9.35	16.78	13.74	13.27
transcript131.chr16.nic	3.1	3.64	2.18	3.87	0.0	3.26	3.3	4.74
transcript3048.chr16.nic	0.38	0.0	0.0	0.0	0.27	0.0	0.08	0.0
transcript383.chr16.nic	0.34	1.04	0.42	0.94	1.5	2.41	0.78	2.9
transcript359.chr16.nic	2.82	2.58	2.26	0.0	3.03	3.79	2.87	2.91
transcript1094.chr16.nic	0.0	0.0	0.19	0.21	0.0	0.95	0.18	0.5
transcript3282.chr15.nic	0.02	0.0	0.78	0.87	2.04	1.04	0.0	2.07
transcript3498.chr15.nic	80.63	62.32	80.62	70.86	85.93	88.63	75.15	80.79
transcript3537.chr15.nic	3.48	0.0	1.05	1.01	1.94	2.54	2.79	1.27
transcript3668.chr15.nic	0.0	0.66	0.45	0.56	0.46	0.0	0.2	0.31
transcript3240.chr15.nic	1.55	0.93	2.52	0.61	1.45	0.83	0.59	2.69
transcript3289.chr15.nnic	0.0	1.25	0.27	0.31	0.25	0.46	0.54	0.0
transcript3092.chr15.nnic	4.23	1.0	3.4	3.45	2.31	3.11	0.96	2.73
transcript3105.chr15.nnic	2.1	2.74	3.83	3.22	1.32	2.44	4.06	2.34
transcript3571.chr15.nnic	4.34	3.29	4.36	3.04	5.81	4.13	4.58	5.86
transcript3146.chr15.nnic	3.68	3.21	3.35	1.97	3.85	4.22	0.89	3.97
transcript3446.chr15.nic	20.23	28.17	23.28	24.85	19.64	24.31	16.01	17.86
transcript2875.chr15.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript2877.chr15.nnic	3.2	1.77	1.55	2.7	1.16	1.19	1.87	1.72
transcript2936.chr15.nnic	1.26	1.84	1.67	0.81	0.0	1.52	0.72	1.96
transcript2747.chr15.nnic	3.16	3.62	4.43	6.07	0.0	7.31	18.24	2.4
transcript2761.chr15.nnic	5.39	5.75	5.37	6.26	2.91	4.84	4.35	5.8
transcript2505.chr15.nic	12.68	10.55	8.46	10.67	10.58	11.8	9.05	10.11
transcript2528.chr15.nic	4.02	2.09	3.6	4.08	4.38	1.85	3.96	2.52
transcript2532.chr15.nnic	2.68	5.79	5.28	4.62	4.93	6.99	6.68	6.83
transcript6326.chr15.nic	17.03	23.55	18.64	13.17	14.9	15.6	16.06	16.39
transcript6336.chr15.nic	7.52	11.26	5.91	9.12	9.51	11.2	6.62	7.69
transcript6501.chr15.nic	0.37	0.36	0.66	5.25	0.0	2.17	3.12	1.46
transcript6546.chr15.nic	2.42	1.89	0.0	2.22	6.3	1.65	8.84	4.71
transcript6548.chr15.nic	0.78	0.0	2.35	0.79	0.0	1.37	0.0	1.75
transcript6641.chr15.nnic	0.0	0.24	0.0	0.46	0.0	0.0	0.62	1.23
transcript6648.chr15.nic	3.26	3.64	3.68	3.13	5.12	3.03	1.36	1.91
transcript6860.chr15.nic	12.73	13.14	19.5	16.23	15.95	26.45	17.27	14.72
transcript6873.chr15.nnic	8.3	9.59	8.59	13.26	11.17	17.35	19.23	14.21
transcript4695.chr16.nic	5.06	5.69	6.85	7.17	4.83	3.55	4.16	4.24
transcript4697.chr16.nnic	4.14	4.25	0.0	8.23	3.25	0.8	2.54	4.44
transcript4699.chr16.nnic	18.08	16.08	25.1	15.21	20.4	22.76	22.44	19.79
transcript4585.chr16.nnic	0.25	0.24	0.38	0.24	0.19	0.37	0.25	0.36
transcript4490.chr16.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript4466.chr16.nic	0.49	0.95	0.75	0.8	1.12	1.31	1.77	2.11
transcript4439.chr16.nic	6.16	5.21	1.65	5.59	7.43	9.32	4.73	6.46
transcript4446.chr16.nnic	1.29	0.0	0.0	0.0	0.0	0.46	0.41	0.58
transcript1331.chr16.nnic	0.0	1.83	5.2	0.54	0.88	2.64	1.74	3.56
transcript1236.chr16.nic	0.0	0.0	1.61	0.0	0.0	0.0	2.16	0.0
transcript1241.chr16.nic	13.38	16.14	15.19	12.84	15.82	16.45	13.56	11.58
transcript1245.chr16.nic	1.51	0.0	1.41	5.8	0.0	0.0	0.0	0.0
transcript1120.chr16.nnic	3.45	1.58	2.18	1.16	0.0	0.93	1.37	1.99
transcript1125.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript4414.chr16.nnic	1.32	0.35	0.89	0.28	1.1	1.17	3.01	2.73
transcript4335.chr16.nic	4.3	3.23	5.61	6.09	5.54	6.41	3.62	7.2
transcript4287.chr16.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript5025.chr16.nic	13.97	13.32	8.22	11.74	16.27	8.45	9.29	17.05
transcript5037.chr16.nic	2.83	4.13	4.58	2.95	2.42	2.4	4.15	3.35
transcript4926.chr16.nnic	7.32	8.89	4.99	0.0	0.0	7.55	1.56	4.19
transcript4930.chr16.nnic	9.44	6.81	10.81	14.2	14.34	8.15	15.91	11.96
transcript1949.chr16.nic	0.0	0.0	0.0	0.0	0.79	1.03	0.0	0.0
transcript1951.chr16.nnic	4.58	3.53	4.28	4.53	4.83	3.72	5.25	4.88
transcript1842.chr16.nic	1.46	1.05	0.3	0.7	3.35	0.0	0.0	0.0
transcript1855.chr16.nic	0.78	0.88	0.28	1.86	0.68	0.82	0.0	0.84
transcript4877.chr16.nic	16.37	15.9	20.23	13.79	16.65	17.06	20.34	13.08
transcript4888.chr16.nnic	13.14	16.6	12.36	15.86	12.73	9.48	13.09	16.91
transcript1816.chr16.nnic	1.56	0.0	3.2	0.0	2.94	1.79	1.11	1.87
transcript1821.chr16.nnic	2.95	1.46	2.5	1.37	2.45	3.38	2.14	3.48
transcript1695.chr16.nnic	7.17	6.2	2.14	1.87	5.82	1.29	4.8	3.87
transcript1713.chr16.nnic	3.34	1.13	1.32	1.38	0.0	3.59	1.41	0.47
transcript1735.chr16.nnic	1.25	2.72	3.17	1.44	4.93	2.67	3.71	4.95
transcript3171.chr16.nnic	3.98	2.34	4.27	2.76	3.92	4.44	3.78	4.47
transcript1488.chr16.nic	0.0	0.0	0.0	0.0	0.78	0.0	1.43	0.0
transcript1490.chr16.nic	0.48	0.4	0.0	0.0	0.0	0.0	0.0	0.95
transcript1498.chr16.nic	0.0	0.0	5.7	0.0	0.15	2.44	0.0	1.42
transcript1502.chr16.nic	1.28	0.74	1.41	1.46	1.35	1.96	3.36	1.38
transcript3225.chr16.nnic	16.37	17.87	20.52	17.1	17.47	14.48	18.2	15.33
transcript1477.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
transcript1411.chr16.nic	40.06	36.75	36.53	33.5	30.48	27.08	33.89	28.37
transcript1423.chr16.nnic	43.21	50.61	45.52	48.88	50.37	53.4	51.47	54.75
transcript3363.chr16.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3374.chr16.nic	7.14	10.41	9.43	5.46	3.36	0.0	2.58	1.87
transcript3385.chr16.nic	2.14	0.0	0.0	0.0	4.58	7.82	8.81	0.0
transcript1459.chr16.nic	0.27	0.0	0.0	0.23	0.63	0.23	0.25	0.28
transcript3354.chr16.nic	1.72	1.11	1.27	1.81	2.5	0.57	4.15	3.09
transcript4046.chr16.nic	1.49	0.93	0.48	1.14	0.94	0.8	0.54	0.53
transcript3609.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31
transcript2255.chr16.nnic	3.24	0.7	2.93	3.08	0.9	2.72	1.88	2.84
transcript3864.chr16.nnic	2.96	2.59	2.0	1.71	1.35	2.57	4.08	0.37
transcript3643.chr16.nic	5.06	4.47	4.46	4.36	4.57	5.35	4.82	4.76
transcript3802.chr16.nic	12.8	6.56	14.28	6.7	12.28	10.89	6.02	9.66
transcript3804.chr16.nic	8.32	11.95	2.22	7.2	6.82	7.07	9.31	8.27
transcript3661.chr16.nnic	9.71	8.13	8.88	9.34	6.25	9.23	7.96	8.7
transcript2425.chr16.nnic	3.46	8.85	1.03	5.32	3.36	5.57	2.56	1.34
transcript5298.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0
transcript5224.chr16.nnic	3.8	5.84	4.65	3.8	4.25	4.51	6.98	8.22
transcript5225.chr16.nnic	1.12	1.49	1.9	0.88	2.23	1.96	1.3	0.0
transcript2814.chr16.nnic	7.33	8.69	0.0	9.25	6.88	7.21	12.64	5.26
transcript2815.chr16.nnic	0.75	2.11	1.4	1.55	0.84	2.42	3.36	1.8
transcript2823.chr16.nnic	23.9	22.74	21.75	15.43	20.42	22.65	15.86	16.21
transcript6269.chr16.nnic	18.33	18.42	18.73	15.16	18.59	15.92	13.61	16.26
transcript6271.chr16.nic	0.0	0.0	1.33	1.06	0.5	1.77	0.34	0.0
transcript6264.chr16.nnic	6.78	0.22	3.15	8.0	7.36	3.61	5.86	0.0
transcript3721.chr16.nic	1.9	1.07	2.36	1.64	0.36	1.8	1.8	0.6
transcript3723.chr16.nic	0.21	2.05	2.03	3.59	2.34	0.0	1.16	1.02
transcript5991.chr16.nnic	0.28	0.14	0.0	0.0	0.0	0.0	0.0	0.17
transcript5909.chr16.nic	0.0	0.0	0.0	0.0	1.56	1.17	0.72	0.0
transcript5878.chr16.nnic	3.4	2.14	4.04	1.45	3.47	3.16	3.07	5.8
transcript5840.chr16.nic	0.27	0.86	0.0	1.1	0.32	3.24	0.0	1.1
transcript5844.chr16.nic	0.0	0.0	0.0	2.87	0.0	0.95	0.0	0.0
transcript5834.chr16.nic	1.13	0.55	1.23	1.44	1.38	0.73	1.09	0.18
transcript5830.chr16.nic	0.0	3.7	0.0	0.0	0.0	1.33	0.0	0.76
transcript5833.chr16.nic	2.07	1.42	1.03	0.0	0.0	0.58	2.28	1.95
transcript5766.chr16.nic	17.47	20.06	16.02	19.82	22.94	19.24	15.09	18.44
transcript5684.chr16.nic	1.48	2.73	2.5	2.49	2.01	2.67	1.94	1.7
transcript5654.chr16.nic	2.62	2.72	1.64	1.27	0.97	4.77	1.77	1.23
transcript7284.chr15.nic	30.86	34.31	32.08	28.17	26.62	27.9	26.9	30.81
transcript7294.chr15.nic	3.46	4.55	2.35	2.68	3.22	4.11	3.31	5.75
transcript7577.chr15.nic	8.06	15.12	18.31	14.95	10.67	11.6	12.7	13.85
transcript7756.chr15.nic	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0
transcript7764.chr15.nnic	0.0	0.01	0.0	0.0	3.93	0.0	0.0	4.56
transcript7800.chr15.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript8062.chr15.nic	26.35	32.64	37.22	31.61	29.53	27.94	29.49	31.29
transcript8064.chr15.nic	8.41	6.32	1.33	2.89	1.84	5.72	3.43	5.43
transcript8073.chr15.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript8144.chr15.nic	1.48	2.28	0.0	0.32	0.0	2.15	0.0	1.65
transcript8159.chr15.nnic	2.68	1.01	3.85	1.85	2.05	4.84	1.46	3.92
transcript8636.chr15.nic	19.48	22.23	35.07	31.42	28.75	30.58	28.73	26.21
transcript8638.chr15.nic	14.63	7.6	4.07	4.89	3.91	4.19	9.64	9.65
transcript8735.chr15.nic	0.84	3.02	1.68	2.43	1.21	0.0	1.83	0.99
transcript8739.chr15.nic	3.42	4.55	3.11	4.7	3.18	3.26	5.14	3.79
transcript1628.chrX.nnic	4.94	4.21	1.92	1.55	3.32	4.52	5.4	3.61
transcript1633.chrX.nnic	2.85	2.41	3.74	4.59	5.35	1.55	2.41	4.37
transcript10849.chr5.nic	0.0	0.5	0.57	1.98	2.63	1.01	0.0	0.0
transcript1701.chrX.nic	2.12	2.29	1.91	1.83	3.47	1.02	3.4	2.79
transcript1722.chrX.nic	3.93	8.63	6.8	7.3	3.11	9.01	9.65	9.94
transcript9775.chr5.nnic	4.83	1.18	3.58	0.0	7.68	5.66	11.9	5.08
transcript3201.chr14.nic	4.87	0.14	5.18	3.4	8.95	1.39	3.98	2.31
transcript1428.chr7.nic	4.55	2.67	3.7	3.25	2.39	7.34	0.65	2.05
transcript1446.chr7.nnic	7.26	10.91	7.35	8.96	9.09	9.65	8.64	8.78
transcript519.chr16.nic	1.17	0.41	0.74	0.53	0.62	0.94	1.61	0.83
transcript7034.chr15.nnic	0.0	0.0	0.0	0.23	0.0	0.0	0.51	0.0
transcript8889.chr9.nnic	1.62	0.97	0.9	0.95	1.47	0.95	1.46	1.12
transcript7989.chr4.nnic	0.29	0.0	0.0	0.34	0.0	0.31	1.64	0.91
transcript7992.chr4.nic	0.0	0.0	1.7	0.83	0.78	0.0	0.0	0.23
transcript481.chr14.nnic	1.16	0.38	0.37	0.26	1.19	0.65	0.0	0.0
transcript8789.chr9.nic	0.95	3.67	2.75	1.54	0.0	1.22	0.49	3.04
transcript882.chr4.nnic	0.0	0.25	0.08	0.0	0.0	0.31	0.0	0.23
transcript12781.chr4.nnic	7.89	7.54	8.16	9.61	11.1	9.64	10.01	7.58
transcript10444.chr2.nnic	0.0	0.62	0.6	0.29	0.0	0.0	0.0	0.33
transcript10445.chr2.nnic	1.31	0.75	0.25	0.98	0.68	0.56	0.56	1.63
transcript6356.chr16.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript11834.chr5.nic	0.0	2.07	1.09	2.04	1.12	0.23	1.68	0.71
transcript11837.chr5.nic	2.42	2.33	3.16	1.3	3.05	3.28	2.92	2.71
transcript1124.chr5.nic	27.59	27.69	26.63	31.64	25.59	30.76	27.76	32.07
transcript2323.chr5.nic	4.07	5.12	6.53	1.11	5.99	6.81	7.19	4.57
transcript8024.chr17.nic	8.61	5.33	8.68	6.54	8.48	11.26	3.36	9.32
transcript8817.chr9.nic	5.96	3.23	8.56	0.0	0.0	4.58	2.01	10.48
transcript9837.chr2.nnic	0.6	2.97	0.91	1.85	4.39	0.98	5.48	3.45
transcript9871.chr5.nic	2.07	0.0	0.07	0.0	0.0	0.0	0.74	1.68
transcript9877.chr5.nic	1.95	2.08	3.13	2.45	0.54	2.19	4.08	2.06
transcript2.chr11.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1.chr17.nnic	4.08	4.74	3.51	4.64	3.12	4.74	6.12	3.5
transcript10.chr17.nic	2.84	5.56	2.25	1.05	1.22	2.34	1.48	2.0
transcript4.chr17.nnic	2.49	3.55	3.86	2.42	4.11	2.0	0.8	2.93
transcript299.chr17.nnic	0.0	1.89	0.0	0.38	0.0	0.0	0.0	0.0
transcript302.chr17.nnic	9.01	7.74	4.9	5.78	5.98	5.59	6.36	7.61
transcript313.chr17.nnic	2.44	2.14	0.56	1.45	0.49	0.52	7.27	2.18
transcript497.chr17.nnic	3.79	4.78	3.78	4.93	5.51	2.62	2.09	4.18
transcript498.chr17.nnic	0.93	0.0	0.43	0.0	0.45	0.6	0.39	0.0
transcript507.chr17.nnic	0.0	3.62	0.0	0.84	1.36	0.54	0.0	0.0
transcript523.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.24
transcript1309.chr17.nnic	0.17	0.0	0.0	0.21	0.18	0.41	0.0	0.0
transcript1316.chr17.nic	1.07	0.83	0.0	0.98	0.0	1.88	0.76	0.73
transcript1319.chr17.nnic	3.57	3.34	2.23	4.43	5.5	2.29	3.83	2.34
transcript1331.chr17.nnic	8.05	4.49	10.16	7.52	7.61	5.56	4.96	11.52
transcript1343.chr17.nnic	0.0	0.84	1.53	0.0	1.18	0.16	0.93	0.83
transcript1344.chr17.nnic	0.0	0.0	1.54	0.0	0.0	0.0	0.0	0.24
transcript1346.chr17.nnic	0.0	0.0	0.0	0.31	0.63	0.82	0.28	0.0
transcript1350.chr17.nic	1.4	1.2	1.41	1.42	1.67	1.01	1.69	1.77
transcript1417.chr17.nnic	3.96	3.92	2.53	4.15	2.93	2.35	4.68	2.68
transcript6010.chr17.nnic	0.18	0.18	1.27	0.71	0.9	0.71	0.0	0.24
transcript5985.chr17.nnic	3.45	3.51	3.44	3.78	5.25	2.09	4.18	4.82
transcript6285.chr17.nic	9.85	8.77	8.01	4.46	8.14	3.54	6.12	5.78
transcript6232.chr17.nnic	0.79	0.25	0.0	0.0	0.71	0.0	0.32	0.0
transcript6268.chr17.nnic	7.97	7.44	5.75	5.2	7.96	11.07	9.7	7.51
transcript6103.chr17.nnic	0.24	0.0	0.83	0.77	0.21	0.53	0.22	0.43
transcript6105.chr17.nnic	0.4	0.53	0.62	0.0	0.0	0.94	0.69	0.33
transcript7737.chr17.nnic	12.16	15.12	13.8	16.49	10.72	14.83	17.7	14.77
transcript6540.chr17.nnic	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript6711.chr17.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript6718.chr17.nnic	0.0	1.3	1.22	2.07	0.64	2.1	2.75	1.43
transcript3422.chr17.nic	10.02	0.94	0.0	7.77	0.0	0.69	2.56	3.41
transcript3538.chr17.nnic	1.26	1.32	0.15	1.43	0.25	0.77	1.2	1.19
transcript3576.chr17.nic	0.0	0.69	0.22	0.0	0.0	0.0	0.0	0.0
transcript3729.chr17.nnic	144.35	137.37	140.85	139.36	143.02	136.78	140.71	147.82
transcript3772.chr17.nic	0.85	0.68	1.01	0.69	0.63	0.33	0.94	0.73
transcript3792.chr17.nic	7.99	4.34	4.63	3.71	6.24	3.98	2.71	4.5
transcript8061.chr17.nnic	19.77	19.88	15.36	15.4	18.32	19.49	17.23	16.3
transcript8141.chr17.nnic	250.45	269.21	246.61	253.36	245.53	260.69	229.77	256.0
transcript8168.chr17.nic	188.07	197.33	184.9	189.86	206.17	207.48	172.54	189.71
transcript8182.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript3902.chr17.nic	0.72	2.43	1.98	0.0	2.55	0.0	1.95	2.98
transcript3950.chr17.nic	2.99	3.04	0.0	1.84	2.53	1.6	1.02	2.2
transcript3970.chr17.nic	2.77	4.15	0.0	1.85	1.72	2.17	0.82	2.75
transcript3971.chr17.nic	0.0	1.42	0.0	0.54	0.0	0.0	0.69	0.0
transcript3983.chr17.nic	6.86	3.77	11.59	5.0	3.81	6.26	4.84	7.78
transcript8409.chr17.nic	8.75	15.68	10.51	6.25	16.88	16.09	10.35	11.44
transcript4057.chr17.nic	0.86	0.68	1.56	1.48	1.74	0.0	0.6	1.41
transcript4080.chr17.nic	0.42	0.57	0.28	0.0	1.75	1.12	0.57	0.51
transcript4082.chr17.nic	2.66	2.18	3.92	0.96	1.86	0.68	1.32	2.99
transcript8453.chr17.nic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript8458.chr17.nic	2.16	0.48	0.0	0.0	0.0	4.45	0.0	0.0
transcript8461.chr17.nnic	5.97	3.3	1.37	5.3	1.99	3.84	4.51	1.7
transcript8463.chr17.nic	0.0	1.35	0.29	0.0	0.89	0.0	1.48	0.0
transcript8465.chr17.nic	5.52	2.37	4.12	5.88	3.2	8.46	5.64	4.59
transcript8497.chr17.nnic	8.55	7.27	5.36	3.7	9.1	5.4	4.5	6.62
transcript8685.chr17.nic	2.2	1.78	1.96	2.44	3.87	2.41	1.93	1.55
transcript8800.chr17.nic	2.73	1.3	3.59	1.99	2.31	4.46	2.64	3.26
transcript8891.chr17.nic	4.32	4.88	4.43	5.86	4.59	3.93	8.67	7.21
transcript8902.chr17.nic	8.35	7.79	3.23	4.49	8.2	5.51	4.95	6.79
transcript7890.chr17.nic	6.28	2.01	1.29	2.49	2.06	2.16	2.39	2.48
transcript7970.chr17.nic	0.58	1.16	0.88	2.17	1.81	0.82	1.74	3.15
transcript6769.chr6.nnic	0.0	0.0	0.75	0.0	1.21	0.55	0.45	0.38
transcript6774.chr6.nic	13.55	11.93	10.18	12.82	16.7	11.19	12.7	9.4
transcript1514.chr17.nnic	0.43	0.0	1.28	0.51	2.09	1.07	1.47	0.0
transcript9096.chr17.nnic	279.36	285.29	273.24	298.87	296.13	293.78	269.32	291.98
transcript1579.chr17.nic	5.85	0.0	0.74	2.99	0.0	6.47	7.41	8.42
transcript1588.chr17.nic	0.0	3.54	0.0	1.34	0.0	0.95	0.0	0.0
transcript9205.chr17.nnic	0.11	0.11	0.23	0.76	0.81	0.55	0.62	0.34
transcript9272.chr17.nic	13.12	12.44	19.26	12.95	11.53	17.03	17.41	15.09
transcript1860.chr17.nnic	4.43	3.22	8.39	0.0	3.97	0.98	2.78	1.76
transcript1971.chr17.nic	3.53	1.81	4.0	2.09	2.55	3.34	1.15	5.46
transcript2004.chr17.nnic	1.54	0.0	1.16	0.56	0.89	1.26	0.57	0.0
transcript1882.chr17.nic	6.51	14.83	9.67	11.72	12.59	7.26	10.19	10.71
transcript1884.chr17.nnic	2.71	3.31	2.68	4.17	7.5	4.07	0.0	5.88
transcript2077.chr17.nnic	0.32	0.16	0.27	0.58	0.0	0.14	0.19	0.0
transcript2087.chr17.nnic	0.52	0.51	0.38	1.43	0.51	0.26	1.31	0.39
transcript2675.chr17.nic	0.49	1.05	0.9	1.18	0.74	1.07	0.98	0.65
transcript2686.chr17.nnic	7.72	5.03	8.9	5.01	6.62	5.62	7.38	6.36
transcript2688.chr17.nic	11.96	8.47	8.32	9.36	14.73	10.27	13.29	13.32
transcript2700.chr17.nic	4.83	8.88	8.46	9.25	7.14	7.96	7.58	7.71
transcript2735.chr17.nic	7.24	7.04	1.58	3.43	5.81	3.23	6.67	2.56
transcript2808.chr17.nic	0.0	2.05	1.65	0.69	1.87	2.14	1.73	0.0
transcript2898.chr17.nic	10.55	14.53	11.24	9.71	15.05	12.05	11.25	13.39
transcript2942.chr17.nic	0.0	8.91	10.8	3.34	5.06	6.52	0.0	0.0
transcript695.chr6.nic	2.21	2.6	2.43	4.15	4.98	3.35	3.5	2.87
transcript7510.chr17.nnic	1.16	0.47	1.01	1.57	0.48	0.52	1.04	1.03
transcript7517.chr17.nic	2.83	0.44	1.2	1.22	1.37	0.88	3.08	0.81
transcript3180.chr17.nic	3.53	0.92	1.28	0.69	0.66	0.29	0.0	0.53
transcript3149.chr17.nnic	0.59	1.75	3.01	1.3	1.29	0.7	0.35	0.0
transcript3167.chr17.nnic	5.66	4.82	6.18	4.97	5.43	5.28	4.16	6.12
transcript3218.chr17.nnic	2.13	1.3	0.29	0.89	3.12	2.31	0.54	0.69
transcript3232.chr17.nic	8.81	8.81	11.95	10.25	8.78	8.82	11.8	9.6
transcript7710.chr17.nnic	17.34	18.11	14.72	18.18	22.17	16.92	21.6	16.93
transcript52.chr18.nnic	5.99	6.61	9.27	7.81	8.43	7.18	7.8	10.38
transcript113.chr18.nic	0.37	0.0	0.0	0.0	0.6	0.43	1.12	0.0
transcript119.chr18.nnic	1.71	1.37	0.37	0.0	0.0	0.67	0.0	0.71
transcript124.chr18.nnic	0.0	2.83	5.84	1.65	3.55	4.1	0.0	0.0
transcript8961.chr17.nnic	0.0	0.41	0.08	0.0	0.51	0.3	0.0	0.71
transcript8964.chr17.nnic	0.45	0.17	0.72	0.28	0.16	0.87	0.42	1.42
transcript8968.chr17.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript1256.chr18.nnic	94.94	90.07	82.08	81.19	88.17	90.11	90.78	96.92
transcript1260.chr18.nnic	19.98	11.79	13.25	16.15	19.76	17.36	17.21	15.47
transcript1002.chr18.nic	1.03	1.62	1.28	0.77	1.9	1.74	1.19	0.24
transcript1004.chr18.nnic	1.25	1.56	1.18	2.33	2.29	1.21	2.03	1.41
transcript1008.chr18.nic	3.24	2.99	2.65	2.15	0.0	1.09	1.89	3.03
transcript350.chr18.nic	12.51	8.78	17.27	12.23	4.88	11.74	13.39	15.31
transcript353.chr18.nic	4.84	7.27	8.48	5.48	5.21	5.86	4.2	5.56
transcript4065.chr17.nnic	3.01	2.51	1.79	1.22	0.0	1.2	0.0	3.49
transcript874.chr18.nnic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcript880.chr18.nic	0.13	0.18	0.0	0.14	0.0	0.0	0.0	0.0
transcript888.chr18.nic	0.62	1.17	0.85	0.13	0.0	0.0	0.0	0.17
transcript904.chr18.nnic	27.86	27.26	27.99	30.07	27.8	29.04	24.76	29.96
transcript4641.chr17.nic	9.05	8.21	8.53	6.9	8.78	7.01	11.47	10.82
